event,jet1pt,jet1eta,jet1phi,jet1ene,jet1CvsAll,jet2pt,jet2eta,jet2phi,jet2ene,jet2CvsAll,jet3pt,jet3eta,jet3phi,jet3ene,jet3CvsAll,jet4pt,jet4eta,jet4phi,jet4ene,jet4CvsAll,
3524,197.017,-2.66668,3.06934,1424.6,-nan,165.655,-0.0327863,0.643375,165.887,0.764526,109.112,-0.0857389,-0.276774,109.882,0.836792,67.3954,0.808007,-1.45689,91.0082,0.0735487
3667,99.9116,-0.295502,0.636764,105.711,0.472729,97.5327,-2.10469,-2.63893,406.214,0.35509,82.9654,0.395581,-0.390606,90.2966,0.815074,58.4654,3.7112,-2.60452,1196.44,-nan
3772,104.407,1.67599,-0.262835,289.074,0.944397,94.9106,3.92382,3.05042,2401.88,-nan,91.3129,-3.00803,0.958086,926.734,-nan,60.2986,1.52294,-2.15993,145.216,0.434795
3892,136.406,0.173662,3.05395,139.359,0.403043,124.115,-1.97299,-0.331037,455.033,0.279497,76.7902,1.78828,0.479593,236.315,0.339798,70.7203,0.378808,-2.04941,76.9604,0.913881
4206,120.021,-2.04781,-1.96218,473.093,0.0608904,93.6507,3.77737,0.242328,2047.4,-nan,79.3866,-0.456308,2.1785,88.0648,0.789144,27.8114,-2.37933,1.53449,151.494,0.118923
4282,316.885,-2.538,-1.16513,2017.58,-nan,149.249,-0.696536,1.29698,187.346,0.974344,142.682,1.13701,2.33586,245.875,0.148931,57.3725,-0.719026,2.71706,73.3722,0.62205
4302,134.51,3.28453,-2.09969,1798.1,-nan,117.793,0.478926,1.11857,132.027,0.218446,104.434,-3.2491,-1.30943,1347.52,-nan,79.2536,-0.309987,2.00173,83.6394,0.969572
4386,195.636,-2.39657,0.150401,1083.56,0.279755,154.282,-0.768573,2.79179,202.277,0.197718,135.503,-0.0825702,-2.6877,137.035,0.987916,41.6448,2.32154,-0.778947,214.293,0.10104
4406,136.911,0.587833,-2.39231,162.364,0.877538,110.641,-1.80913,2.05437,346.977,0.173893,93.8558,2.62957,0.121139,654.178,-nan,51.9222,-2.4203,-0.133721,294.494,0.167516
4423,187.019,-3.18945,-0.296508,2273.91,-nan,119.969,-0.680622,3.07355,149.618,0.525359,74.1471,3.6136,2.73876,1376.42,-nan,37.1658,-1.44249,0.320373,83.1901,0.174697
4498,152.14,-3.97684,-2.41528,4059.64,-nan,102.054,1.3763,0.958527,215.666,0.665088,94.9706,1.61732,0.124964,248.985,0.941626,65.2841,0.718198,1.49521,83.9424,0.0634756
4504,160.992,0.0580562,1.77787,161.985,0.986057,138.162,3.40083,-1.73155,2074.14,-nan,78.6979,-0.0596628,0.737772,79.5043,0.94797,49.8898,-3.65788,-0.742888,968.005,-nan
4582,142.123,2.76312,0.812306,1130.79,-nan,114.955,-0.425039,-2.90039,126.039,0.971775,85.4972,-0.419019,-1.507,93.5189,0.130359,21.7973,3.80288,-0.0476337,488.845,-nan
4585,215.982,1.88311,1.76453,726.59,0.0694854,170.359,-2.01248,-2.90119,648.791,0.0644161,141.15,0.535903,-0.355707,162.662,0.750687,95.9023,0.946939,-1.1037,142.463,0.749777
4699,105.241,-1.94614,1.1669,376.048,0.992641,104.793,-3.82654,2.73816,2406.33,-nan,77.3397,4.08546,-1.30994,2300.34,-nan,72.3856,-2.33725,-0.668127,378.283,0.158046
4754,231.014,1.14792,-1.28464,401.778,0.000571922,186.119,-1.60203,2.14134,481.051,0.385658,120.568,-4.11783,0.246163,3703.98,-nan,82.2991,-0.894517,2.60355,117.82,0.344447
5021,204.444,-2.53375,-0.00546293,1296.28,-nan,139.114,0.126635,2.87018,142.117,0.113833,87.0898,3.61746,-2.64713,1622.94,-nan,36.6571,1.07138,-2.69463,60.1491,0.544969
5072,213.705,-1.47705,1.36505,492.758,0.152473,142.481,2.24153,-1.72361,678.023,0.105392,82.2714,3.4094,-2.70571,1245.62,-nan,64.7217,2.06258,-0.140674,258.8,0.915181
5374,227.09,-1.76476,-1.19237,682.825,0.197156,105.693,-0.679292,1.15208,131.375,0.441382,79.3,-0.975336,2.49127,120.385,0.063552,60.2358,3.96577,2.59889,1589.63,-nan
5379,124.891,0.329923,0.813078,132.313,0.609072,121.578,2.36353,-2.86132,652.047,0.0588549,102.639,1.91478,-1.0727,355.962,0.0876057,69.277,-0.91692,1.74025,100.729,0.970342
5435,202.903,-2.03358,2.10419,788.667,0.084897,94.4115,1.63753,-0.528581,252.253,0.102388,86.6661,-1.51674,-1.82447,207.271,0.808603,45.2163,-0.412687,-0.648688,49.3936,0.957499
5480,162.844,-1.67728,0.0479939,451.294,0.0833359,120.053,0.082641,2.48829,120.765,0.879733,71.2251,0.186647,-2.32895,73.1984,0.899395,30.9999,4.61429,-1.31074,1564.35,-nan
5496,337.478,-1.67958,-1.10101,936.975,0.0602963,301.471,0.89313,2.04342,431.914,0.661799,81.8949,0.310879,2.67173,86.3491,0.857559,71.9986,3.1068,0.785831,806.189,-nan
5566,316.852,1.30277,-0.381466,627.012,0.0509625,260.921,0.73546,-2.94948,335.638,0.965209,211.914,-3.26363,1.62404,2774.3,-nan,110.648,1.42972,-2.78056,244.666,0.4024
5667,270.012,2.75822,0.43695,2137.86,-nan,148.091,0.727543,-3.05428,189.64,0.217528,83.4845,-1.11172,-1.89773,140.98,0.295663,39.2985,-0.612034,-3.02376,46.9553,0.850742
5706,381.752,-0.48231,-2.16107,427.865,0.1242,189.066,0.449539,0.713981,208.95,0.833985,138.438,-0.0206332,1.2749,139.251,0.91751,32.5358,4.25094,1.44212,1141.77,-nan
5726,111.067,-1.41385,-0.767946,242.475,0.387922,87.945,0.996769,1.70763,136.056,0.131412,86.4099,-0.939508,-2.1083,127.701,0.807382,36.0846,-3.9337,2.39517,922.246,-nan
5767,161.149,2.00746,3.03882,611.021,0.886815,144.532,-1.01364,-0.976952,226.363,0.665598,107.164,-1.04054,1.16804,171.429,0.710355,43.0241,-1.78802,0.0617596,132.352,0.251327
5787,324.091,0.687832,1.8284,404.075,0.138335,180.888,-2.09346,-1.19492,745.058,0.148873,80.5459,-3.91902,-2.18267,2028.6,-nan,54.2797,-1.42296,-0.326524,119.388,0.954694
5836,187.685,-0.0440284,1.72527,188.191,0.131702,90.7473,-3.48348,-0.945893,1479.36,-nan,88.1354,1.74958,-2.37784,261.183,0.0542919,68.5764,0.351279,0.711977,73.6817,0.952997
5884,206.445,3.13042,2.54953,2366.68,-nan,174.429,0.143255,-0.889824,177.148,0.913747,74.0205,-0.85251,1.72335,103.028,0.157479,51.8287,0.761795,-1.81197,67.9548,0.369732
6012,124.835,1.65786,0.914565,339.993,0.0986069,94.4154,-1.11955,2.90501,160.303,0.941048,83.1533,-0.680917,-2.16858,103.79,0.865477,82.0092,-3.30791,-0.42284,1122.11,-nan
6197,181.084,2.23183,-2.13564,853.596,0.158616,135.509,-0.611862,0.502198,162.329,0.180244,85.2456,0.143452,1.17876,86.5017,0.243908,58.5229,-4.55978,2.39232,2796.61,-nan
6233,171.982,2.01166,-2.49901,654.461,0.0828746,108.693,-0.690628,0.933591,135.871,0.911666,78.1281,-0.335239,-0.527574,83.0395,0.982004,36.2789,-3.26516,2.13719,475.67,-nan
6293,168.868,-1.54921,1.62113,415.867,0.0268892,108.994,3.66874,0.923888,2137.84,-nan,75.7002,0.998124,-2.20705,117.096,0.933142,67.48,2.22303,-1.52512,315.424,0.220096
6374,220.82,1.75888,0.125522,660.156,0.0569758,108.281,1.09416,-1.98699,180.116,0.839013,65.5335,1.2699,-3.08354,126.041,0.820472,62.9881,-1.7659,2.01536,189.987,0.241852
6391,161.987,-3.23407,1.3422,2059.07,-nan,121.609,-0.857796,-2.64409,169.362,0.935026,100.052,-0.00223992,-1.69282,100.541,0.781629,73.2053,1.97826,-0.0998179,269.811,0.211199
6429,206.387,1.52316,-2.38821,496.214,0.256821,178.592,0.42415,0.667501,195.352,0.886835,107.268,-2.42334,2.78466,610.079,0.250101,83.9687,-0.0875177,-0.0881476,85.1014,0.877635
6430,95.5165,3.96438,2.44909,2517.19,-nan,82.7122,1.1691,-0.754056,146.069,0.298516,38.788,-1.82013,-1.10907,123.097,0.53165,32.7306,2.80597,-0.357868,271.733,-nan
6701,151.104,0.360633,-1.53651,162.228,0.161096,120.577,-0.507683,1.24855,137.12,0.994,77.0477,-1.11978,2.25685,131.022,0.418894,19.9055,-1.33158,1.51298,40.4129,0.161669
6710,318.126,2.52848,-0.629056,2006.54,-nan,205.33,-1.56697,-2.81222,513.732,0.0907595,169.635,1.37127,1.98992,356.005,0.882748,79.6826,2.10472,1.21332,331.872,0.97414
6719,138.991,0.679087,-1.52626,172.972,0.222862,111.624,-0.856371,2.4674,155.389,0.960809,79.5834,-1.36365,1.28155,166.041,0.736003,39.4234,1.23051,-1.61159,73.404,0.32954
6756,219.148,-2.01094,1.12254,833.543,0.120357,128.367,0.75133,-2.41481,166.951,0.981769,113.533,3.25118,0.120158,1467.99,-nan,91.8516,-0.075252,-2.04621,92.4405,0.98919
6789,118.919,-1.09895,1.38934,198.6,0.243483,105.503,-1.69013,-2.71639,295.735,0.840587,69.8363,-2.29161,-0.476532,349.013,0.116328,56.3369,3.44239,-1.56432,881.525,-nan
6977,128.026,-0.811817,1.11442,173.079,0.0617621,104.298,1.87996,2.51334,350.032,0.130164,104.082,0.684161,-0.716412,130.008,0.6568,97.4897,1.20981,-1.76005,178.301,0.921785
7072,192.322,0.60873,-1.20815,229.597,0.22805,165.696,1.75599,2.00992,494.413,0.148843,84.5231,1.0821,-0.0884721,139.359,0.939811,74.2382,-1.93974,2.81867,263.675,0.0864932
7194,108.504,-1.41104,1.67499,235.84,0.734156,96.199,0.87296,-2.18807,135.371,0.0805889,90.945,-1.58845,0.276383,232.086,0.749104,41.805,-4.18724,-1.84235,1376.56,-nan
7195,161.428,0.488355,2.84134,181.951,0.0411165,100.228,0.49778,0.351306,114.494,0.962678,70.2419,0.103245,-1.19342,71.0336,0.964091,60.5494,-3.2861,0.0279837,810.65,-nan
7227,174.683,-0.454628,0.905044,193.08,0.118609,134.278,-2.10301,-2.14237,558.179,0.402176,62.1613,-1.19181,-1.36641,111.801,0.124272,46.0884,-4.11855,2.43615,1416.91,-nan
7278,283.546,-3.23352,-2.01771,3602.27,-nan,254.503,-1.64669,1.41092,685.377,0.63844,88.7271,2.10585,-1.17768,370.065,0.0497299,76.6593,-0.876711,0.955329,108.563,0.702009
7559,113.683,-1.49246,-0.0732125,266.299,0.366304,108.137,-3.52307,2.93976,1833.94,-nan,80.6335,1.41963,2.93016,177.083,0.0754436,75.4659,-2.37774,-0.099076,410.296,0.945179
7589,229.147,0.810183,-0.723526,309.149,0.972948,219.876,-1.15601,1.69771,384.982,0.142025,122.935,3.27227,-2.41376,1623.34,-nan,33.9761,-1.49524,2.69576,79.9672,0.0870647
7683,230.084,0.223347,-2.6533,236.399,0.0962659,192.242,1.10395,0.446041,322.652,0.957835,74.5362,3.77978,-0.0732502,1633.44,-nan,55.564,1.15087,1.56459,96.6778,0.858615
7692,249.62,-0.615571,-0.362241,298.682,0.776551,125.227,3.4293,2.27516,1934.06,-nan,86.8025,-1.57076,-3.04251,218.005,0.899774,80.1484,-0.158257,-2.79056,81.4916,0.398209
7720,154.211,1.85192,1.65748,503.664,0.101025,125.2,-1.68095,-1.83385,348.299,0.504532,109.507,-0.501901,-1.89595,124.393,0.976552,70.3649,1.38372,1.11007,149.659,0.125
7742,297.824,1.83989,2.56824,961.801,0.0651722,112.039,0.144738,-0.977315,113.708,0.858512,111.639,-3.65305,-0.422156,2155.67,-nan,66.713,1.02359,-0.247855,105.205,0.724417
7804,147.778,-2.66123,0.721012,1062.84,-nan,108.2,0.270092,-2.82815,112.68,0.968135,104.118,0.921894,-1.76473,151.825,0.301695,30.1506,-4.61529,1.48555,1523.01,-nan
7824,267.426,0.816249,-1.82308,362.907,0.165261,119.882,0.355929,1.04601,129.216,0.487122,96.4498,-3.8095,1.84703,2177.37,-nan,90.4975,-0.462376,0.804561,100.734,0.840838
7862,328.358,-2.52869,-0.168129,2071.5,-nan,276.093,0.0557653,3.06821,278.859,0.551167,91.8494,0.0408625,2.30359,92.3348,0.061571,29.5465,3.66628,0.786125,578.11,-nan
8097,160.589,0.0249125,-2.98582,161.141,0.930399,154.664,2.38342,0.870402,845.695,0.103685,109.197,-2.67275,-0.0668757,794.41,-nan,74.7658,-0.0142606,-1.71736,75.4154,0.971668
8153,133.037,0.411597,-0.570142,144.819,0.330974,112.455,-1.53369,-3.02302,272.885,0.0516927,72.8885,2.41097,1.30047,409.493,0.0879547,29.5504,-0.471717,-2.37178,32.9931,0.363387
8241,136.696,-2.07451,1.21161,552.814,0.633692,108.401,-2.01989,2.33396,416.011,0.981484,82.0205,-0.0829881,-1.94704,83.4624,0.0599559,63.7699,-3.72805,-0.785743,1327.14,-nan
8284,156.821,-0.598957,-1.0914,187.697,0.327756,125.863,1.42798,1.86812,277.895,0.888151,125.117,0.645523,1.15984,153.079,0.935472,123.025,3.15098,-2.38135,1439.59,-nan
8301,157.488,0.875213,0.583234,222.462,0.964654,123.472,2.44399,-2.69305,716.723,0.0662257,86.6367,-0.144735,0.407536,87.9924,0.367601,72.7587,-2.64513,-2.21283,515.031,-nan
8319,338.692,2.16091,-0.780374,1489.64,0.129972,206.018,1.03991,2.27658,328.258,0.619879,86.6605,1.25964,2.74875,165.164,0.0566752,75.0286,-2.72152,1.88046,572.826,-nan
8345,121.392,1.36853,-2.72792,254.389,0.0515295,106.063,-1.79446,0.421917,328.503,0.709286,85.7079,-0.865852,-0.501717,120.31,0.886263,63.9944,-2.37682,2.58786,347.704,0.0906736
8362,141.168,0.628763,-2.65494,170.532,0.418683,104.741,2.4969,-0.41758,640.359,0.160532,100.316,-2.77615,0.748611,808.61,-nan,83.865,0.661611,2.24653,103.483,0.739988
8369,136.271,-0.567652,-0.501601,159.046,0.986264,89.0898,1.93319,2.42148,314.558,0.162114,84.1931,-3.24935,-1.29358,1086.63,-nan,76.729,2.45367,2.16327,449.674,0.0475444
8475,261.773,1.33713,-0.419226,534.998,0.504491,241.926,0.961199,2.90812,362.919,0.984112,78.4256,-1.33895,2.05993,160.431,0.371002,24.411,3.18326,0.0874982,294.975,-nan
8499,119.777,-0.151165,-0.367109,121.375,0.154044,93.8283,-1.00966,2.76789,146.355,0.838405,86.9175,4.48917,2.86211,3870.39,-nan,64.5565,-0.303825,-1.05217,68.0641,0.503745
8502,128.741,0.596035,-0.830925,152.615,0.23061,125.833,2.77065,-3.10378,1008.69,-nan,117.267,-1.73886,1.00776,344.16,0.124152,29.7851,1.07727,-2.68686,48.8837,0.0595314
8609,269.655,-0.482852,-0.62806,303.295,0.946641,170.286,2.85292,1.86937,1481.18,-nan,131.921,-2.58874,2.76978,883.171,-nan,67.8511,-2.31377,-2.38964,346.628,0.0735811
8611,127.284,3.24679,0.235179,1638.6,-nan,90.472,1.89963,-2.12078,309.155,0.530918,85.8864,-1.95649,3.01324,309.951,0.131678,60.6941,2.11588,2.03658,255.525,0.661304
8621,182.884,-1.63773,-0.092658,488.74,0.0648534,149.336,1.5044,-2.02328,353.963,0.907237,100.35,1.01483,1.59851,157.102,0.0587607,72.14,4.12181,2.73101,2225.06,-nan
8635,125.603,-0.250158,0.0756909,130.428,0.0720654,102.997,-1.32642,-2.28189,208.1,0.257795,86.021,4.07208,2.4591,2524.56,-nan,41.8797,0.348639,1.75749,44.6185,0.113015
8691,151.555,1.45287,3.07455,341.957,0.304382,130.136,-3.26452,0.446865,1705.17,-nan,124.006,1.32243,-0.439789,249.441,0.852826,95.7933,0.444683,3.08837,105.782,0.730408
8746,170.809,3.2793,-2.01659,2271.39,-nan,156.546,-0.261256,1.22412,162.13,0.0719263,83.5737,0.736551,-1.47301,107.599,0.971075,49.8224,-0.59635,0.340491,59.8182,0.0695982
8845,162.188,3.06539,-1.99837,1742.79,-nan,160.533,-1.78165,1.32904,490.424,0.11119,80.3579,-2.00469,0.484636,303.844,0.955188,78.1503,-3.54671,-2.88023,1357.01,-nan
8944,163.687,1.33872,2.52969,334.313,0.871377,142.272,3.23515,-0.449418,1810.41,-nan,126,-2.6453,-3.07881,892.184,-nan,58.5268,-3.88899,-0.0563153,1430.52,-nan
8982,212.479,2.55077,-2.70454,1369.98,-nan,168.399,-1.82953,-0.749159,538.919,0.0584608,111.61,0.649572,1.56361,136.292,0.926388,88.8443,1.46796,1.07479,203.582,0.788643
9193,155.062,-2.61635,0.135182,1066.77,-nan,152.08,3.29782,-1.80479,2060.08,-nan,101.378,-0.380188,2.67767,109.447,0.944744,28.3641,-1.43304,2.15926,62.8706,0.462788
9196,103.805,3.33948,-2.8669,1465.85,-nan,99.6892,1.35958,-0.580193,207.296,0.767718,97.643,0.455638,0.785621,108.371,0.0563156,40.6118,0.70162,2.0282,51.4454,0.766511
9446,454.478,-1.46523,0.528496,1037.91,0.234891,222.164,0.83415,-2.38081,305.343,0.957648,200.396,-3.11849,-2.5516,2270.21,-nan,56.6291,1.76136,2.02604,169.855,0.255225
9529,177.579,-1.75226,0.138255,527.653,0.139831,135.279,0.797696,3.01713,180.827,0.0473704,108.57,-3.74947,-2.38093,2308.4,-nan,48.1554,1.47668,2.12844,111.295,0.837536
9539,200.774,0.670148,1.08609,249.206,0.970973,194.999,-0.898359,-2.50323,279.665,0.0996862,94.7385,-4.36114,0.262277,3711.85,-nan,58.8924,-0.457294,-1.80952,66.1847,0.0616532
9541,152.526,2.56841,1.86074,1000.74,-nan,136.822,-1.0422,-2.7948,218.754,0.0991257,127.576,0.954155,-0.605297,190.411,0.0982709,80.9881,2.14511,-0.61662,350.852,0.609643
9567,110.357,2.24369,-0.760698,526.44,0.136806,99.696,0.0372968,1.70213,100.135,0.812535,99.1643,-2.13332,-2.67129,424.651,0.167578,27.3313,-1.68314,2.83994,76.3339,0.570405
9669,175.641,2.37887,-0.596017,956.11,0.398254,167.972,-1.77077,2.42236,507.938,0.0556733,72.1481,4.09132,-2.55641,2158.52,-nan,59.2872,2.4074,0.938083,331.959,0.0804292
9811,196.425,-0.396157,-2.83867,212.623,0.834567,88.8369,-3.45454,0.601416,1407,-nan,69.9526,4.494,-0.220949,3130.04,-nan,45.4469,-3.18144,1.13761,548.199,-nan
9829,191.404,3.0816,0.246595,2090.11,-nan,167.107,0.672516,2.87459,207.087,0.490616,75.7837,-0.967595,-1.39868,114.414,0.193257,41.5918,1.97855,-3.12714,153.368,0.269238
9895,131.847,-3.57673,0.980408,2359.07,-nan,101.996,0.497545,-1.91173,115.295,0.344945,69.6784,-0.363745,1.82554,74.8523,0.976967,58.2966,0.637596,-2.4362,70.7677,0.0600677
10056,160.074,2.76396,0.892487,1274.64,-nan,147.275,1.67368,-2.13904,406.856,0.905021,136.949,-2.89382,0.247061,1240.59,-nan,129.56,1.33878,-2.8137,265.35,0.49561
10057,200.599,1.21075,-0.190609,366.666,0.995052,143.352,-0.911187,2.35211,207.827,0.0411958,140.614,-1.67706,-2.40152,389.93,0.0787744,76.8004,3.92012,-2.59161,1936.39,-nan
10194,182.543,0.653035,-3.09198,224.613,0.445797,141.424,2.48434,0.573804,854.051,0.145497,92.4609,-3.18906,-1.03757,1123.77,-nan,53.0354,1.8866,-2.54565,179.227,0.122282
10226,312.16,0.403491,-2.65106,338.482,0.0399139,197.531,-0.280396,-0.0266113,205.712,0.952499,109.804,-0.147204,0.815047,111.857,0.612364,53.1709,-3.44611,1.40565,835.071,-nan
10227,137.893,-3.56089,1.50118,2428.54,-nan,125.157,0.279787,-2.2038,130.724,0.264605,80.33,-2.05494,-0.899463,318.775,0.965025,22.6416,2.23638,-2.66089,107.308,0.0925154
10353,177.338,-0.862451,-2.40576,247.842,0.082939,140.289,2.84066,2.36075,1205.48,-nan,109.814,0.200194,-0.308566,113.343,0.927652,79.8833,0.689645,0.47426,100.88,0.847813
10368,242.371,-0.652952,-2.3672,296.493,0.871156,179.051,2.04217,0.541507,701.762,0.0545009,96.4557,-1.97218,0.923734,353.366,0.248211,26.3018,-0.766601,2.67406,34.5719,0.909632
